Shipment ID,Origin Airport,Destination Airport,Shipment Weight (kg),Shipment Volume (m³),Freight Cost (USD),Mode of Transport,Carrier Name,Transit Time (hours),Temperature-Sensitive,Perishable Goods,Customs Clearance Time (hours),Weather Conditions,Day of Week,Delay Status
SHIP017754,DFW,HKG,143.23,12.89,270.75,Truck,DHL,19,No,No,8,Foggy,Thursday,On-Time
SHIP017755,ATL,DXB,777.31,46.15,1469.39,Air,UPS,54,Yes,Yes,19,Rainy,Saturday,Delayed
SHIP017756,DFW,SYD,354.34,2.51,669.83,Air,UPS,67,Yes,No,26,Rainy,Saturday,On-Time
SHIP017757,DFW,DXB,41.38,18.3,78.22,Truck,DHL,24,No,No,42,Clear,Friday,On-Time
SHIP017758,ATL,HKG,679.8,32.64,1285.06,Rail,Lufthansa Cargo,45,No,No,44,Clear,Friday,On-Time
SHIP017759,MIA,CDG,831.58,49.15,1571.98,Rail,Emirates Cargo,51,No,No,12,Rainy,Sunday,Delayed
SHIP017760,ATL,SIN,918.95,13.86,1737.14,Rail,FedEx,42,No,No,2,Clear,Thursday,On-Time
SHIP017761,LAX,NRT,677.66,38.23,1281.01,Air,Lufthansa Cargo,10,No,No,36,Clear,Friday,On-Time
SHIP017762,ORD,SYD,199.37,33.05,376.88,Truck,UPS,70,No,No,35,Rainy,Monday,Delayed
SHIP017763,JFK,HKG,593.88,30.71,1122.64,Air,FedEx,48,No,No,42,Clear,Tuesday,On-Time
SHIP017764,ATL,DXB,912.64,37.17,1725.21,Air,FedEx,23,Yes,No,40,Clear,Friday,Delayed
SHIP017765,ATL,HKG,357.05,12.77,674.95,Air,Lufthansa Cargo,34,Yes,No,45,Rainy,Sunday,Delayed
SHIP017766,DFW,HKG,953.82,17,1803.05,Air,Lufthansa Cargo,38,No,No,30,Clear,Thursday,On-Time
SHIP017767,LAX,LHR,106.7,28.07,201.7,Air,Emirates Cargo,58,No,No,4,Clear,Monday,Delayed
SHIP017768,SFO,CDG,730.77,22.01,1381.41,Air,Lufthansa Cargo,33,No,No,45,Clear,Monday,Delayed
SHIP017769,SFO,SYD,128.71,36.13,243.31,Rail,DHL,14,No,Yes,34,Foggy,Saturday,On-Time
SHIP017770,DFW,LHR,800.89,40.05,1513.96,Air,UPS,32,No,No,11,Foggy,Monday,On-Time
SHIP017771,MIA,CDG,106.68,26.45,201.66,Air,Emirates Cargo,62,Yes,No,46,Clear,Thursday,Delayed
SHIP017772,ATL,HKG,332.47,19.76,628.48,Air,Emirates Cargo,62,Yes,No,37,Rainy,Saturday,On-Time
SHIP017773,ATL,CDG,779.09,45.6,1472.75,Air,DHL,18,No,No,22,Clear,Saturday,On-Time
SHIP017774,DFW,DXB,465.59,37.52,880.13,Rail,FedEx,15,No,No,21,Stormy,Saturday,On-Time
SHIP017775,ATL,SYD,883.86,33.69,1670.8,Air,Lufthansa Cargo,45,No,No,7,Rainy,Wednesday,On-Time
SHIP017776,MIA,LHR,407.72,2.96,770.73,Air,FedEx,26,No,No,19,Stormy,Thursday,Delayed
SHIP017777,ORD,SYD,995.01,26.44,1880.92,Air,UPS,59,No,No,2,Rainy,Thursday,On-Time
SHIP017778,JFK,HKG,28.49,6.16,53.86,Air,UPS,22,No,Yes,1,Clear,Monday,Delayed
SHIP017779,JFK,DXB,699.1,33.06,1321.54,Truck,Emirates Cargo,54,Yes,Yes,20,Clear,Saturday,On-Time
SHIP017780,JFK,CDG,916.73,15.05,1732.94,Rail,Lufthansa Cargo,71,No,No,34,Foggy,Wednesday,On-Time
SHIP017781,ORD,NRT,540.63,36.95,1021.98,Air,FedEx,33,No,No,8,Clear,Tuesday,Delayed
SHIP017782,ATL,CDG,988.62,38.93,1868.84,Air,Lufthansa Cargo,28,No,No,32,Rainy,Saturday,Delayed
SHIP017783,DFW,DXB,710.94,15.09,1343.92,Air,Emirates Cargo,25,Yes,No,13,Clear,Tuesday,On-Time
SHIP017784,SFO,NRT,435.23,48.82,822.74,Air,Emirates Cargo,43,No,No,36,Rainy,Sunday,On-Time
SHIP017785,LAX,CDG,520.22,25.88,983.4,Air,FedEx,55,No,No,22,Clear,Sunday,On-Time
SHIP017786,ATL,LHR,878.69,10.97,1661.03,Rail,Lufthansa Cargo,29,No,No,6,Rainy,Monday,Delayed
SHIP017787,ORD,SIN,958.01,38.78,1810.97,Air,DHL,22,No,No,35,Rainy,Saturday,Delayed
SHIP017788,MIA,CDG,560.33,38.06,1059.22,Rail,UPS,60,Yes,No,30,Clear,Tuesday,On-Time
SHIP017789,ORD,HKG,314.08,20.75,593.72,Truck,UPS,65,No,No,29,Clear,Tuesday,Delayed
SHIP017790,SFO,CDG,246.93,32.96,466.78,Air,UPS,14,Yes,No,10,Rainy,Wednesday,Delayed
SHIP017791,JFK,SYD,482.28,1.18,911.68,Air,Emirates Cargo,26,No,Yes,9,Clear,Wednesday,Delayed
SHIP017792,ATL,HKG,303.38,14.63,573.49,Air,DHL,57,No,No,9,Clear,Wednesday,Delayed
SHIP017793,SFO,CDG,426.63,44.09,806.48,Air,Emirates Cargo,30,No,No,16,Clear,Monday,On-Time
SHIP017794,JFK,CDG,836.12,11.68,1580.56,Air,FedEx,55,Yes,No,22,Clear,Saturday,Delayed
SHIP017795,LAX,HKG,477.27,45.29,902.21,Air,Lufthansa Cargo,33,No,No,46,Clear,Tuesday,On-Time
SHIP017796,MIA,LHR,644.47,29.04,1218.27,Rail,Lufthansa Cargo,29,No,No,37,Clear,Wednesday,Delayed
SHIP017797,JFK,NRT,99.21,45.16,187.54,Air,Lufthansa Cargo,26,No,No,36,Clear,Sunday,Delayed
SHIP017798,LAX,NRT,764.51,6.63,1445.19,Rail,Lufthansa Cargo,61,Yes,No,45,Rainy,Thursday,Delayed
SHIP017799,ORD,SIN,488.08,23.25,922.64,Air,Emirates Cargo,64,Yes,No,24,Stormy,Tuesday,On-Time
SHIP017800,JFK,SIN,367.33,14.89,694.38,Air,Lufthansa Cargo,28,Yes,No,30,Clear,Sunday,Delayed
SHIP017801,JFK,NRT,614.88,44.36,1162.34,Air,FedEx,8,Yes,No,43,Stormy,Saturday,Delayed
SHIP017802,DFW,LHR,110.97,17.14,209.77,Rail,DHL,25,No,No,7,Clear,Wednesday,On-Time
SHIP017803,MIA,CDG,419.86,29.46,793.68,Truck,Emirates Cargo,60,No,No,25,Foggy,Sunday,Delayed
SHIP017804,MIA,SIN,812.86,41.4,1536.59,Air,FedEx,71,No,No,35,Rainy,Wednesday,Delayed
SHIP017805,SFO,LHR,269.44,11.53,509.34,Air,FedEx,66,No,No,11,Rainy,Sunday,On-Time
SHIP017806,ORD,LHR,914.96,2.38,1729.59,Truck,UPS,60,No,Yes,29,Rainy,Monday,On-Time
SHIP017807,DFW,SIN,607.61,24.76,1148.59,Air,DHL,17,Yes,Yes,35,Clear,Saturday,Delayed
SHIP017808,SFO,NRT,545.38,34.21,1030.96,Air,UPS,43,No,No,28,Stormy,Saturday,On-Time
SHIP017809,LAX,HKG,405.58,35.99,766.69,Air,Lufthansa Cargo,44,No,No,9,Clear,Wednesday,On-Time
SHIP017810,SFO,DXB,744.58,20.92,1407.52,Air,FedEx,5,Yes,No,9,Clear,Monday,Delayed
SHIP017811,LAX,NRT,568.82,4.02,1075.27,Rail,UPS,14,No,No,2,Foggy,Tuesday,Delayed
SHIP017812,ORD,HKG,798.58,20.22,1509.59,Air,FedEx,47,No,No,42,Clear,Monday,On-Time
SHIP017813,MIA,NRT,338.36,6.19,639.62,Air,Lufthansa Cargo,45,Yes,No,34,Foggy,Tuesday,On-Time
SHIP017814,LAX,CDG,704.99,3.7,1332.68,Rail,Lufthansa Cargo,60,No,No,27,Stormy,Tuesday,On-Time
SHIP017815,ORD,HKG,944.01,15.24,1784.51,Air,DHL,51,Yes,No,41,Clear,Friday,Delayed
SHIP017816,SFO,SYD,287.12,38.88,542.76,Air,Lufthansa Cargo,44,No,No,43,Clear,Tuesday,Delayed
SHIP017817,LAX,DXB,981.19,38.44,1854.79,Air,DHL,60,Yes,Yes,21,Rainy,Sunday,On-Time
SHIP017818,ATL,NRT,416.42,30.44,787.18,Truck,Lufthansa Cargo,10,Yes,No,44,Rainy,Saturday,Delayed
SHIP017819,JFK,DXB,48.15,41.33,91.02,Air,Lufthansa Cargo,39,Yes,No,23,Clear,Monday,Delayed
SHIP017820,SFO,LHR,364.12,25.09,688.31,Rail,DHL,44,Yes,Yes,20,Clear,Wednesday,On-Time
SHIP017821,MIA,SYD,158.15,12.25,298.96,Rail,UPS,14,Yes,No,42,Rainy,Thursday,On-Time
SHIP017822,SFO,CDG,311.24,28.54,588.35,Air,Emirates Cargo,12,No,No,4,Stormy,Saturday,Delayed
SHIP017823,ATL,LHR,105.01,46.17,198.51,Air,UPS,66,No,Yes,45,Clear,Saturday,On-Time
SHIP017824,ORD,HKG,186.42,1.9,352.4,Air,Lufthansa Cargo,64,No,No,10,Clear,Sunday,Delayed
SHIP017825,ORD,HKG,135.43,48.25,256.01,Air,FedEx,42,No,No,42,Clear,Tuesday,Delayed
SHIP017826,SFO,SIN,53.04,37.24,100.26,Air,Emirates Cargo,61,No,No,31,Rainy,Friday,Delayed
SHIP017827,ATL,LHR,303.22,34.34,573.19,Air,Lufthansa Cargo,55,Yes,No,35,Clear,Sunday,On-Time
SHIP017828,SFO,SYD,941.55,30.73,1779.86,Air,DHL,60,No,No,29,Clear,Thursday,On-Time
SHIP017829,JFK,LHR,949.9,12.96,1795.64,Rail,FedEx,67,Yes,Yes,32,Stormy,Friday,On-Time
SHIP017830,JFK,LHR,848.18,44.3,1603.36,Truck,Emirates Cargo,29,No,No,22,Clear,Thursday,On-Time
SHIP017831,DFW,LHR,22.02,48.58,41.63,Air,Emirates Cargo,64,Yes,No,15,Rainy,Thursday,On-Time
SHIP017832,LAX,DXB,37.84,46.21,71.53,Rail,Emirates Cargo,69,Yes,No,9,Clear,Wednesday,Delayed
SHIP017833,DFW,SIN,20.25,5.53,38.28,Air,FedEx,45,No,No,42,Clear,Saturday,Delayed
SHIP017834,JFK,NRT,372.97,36.85,705.04,Air,FedEx,68,No,No,16,Rainy,Monday,Delayed
SHIP017835,ATL,CDG,980.46,27.88,1853.41,Air,DHL,15,No,No,45,Clear,Thursday,Delayed
SHIP017836,LAX,CDG,897.87,39.44,1697.29,Air,FedEx,48,Yes,No,9,Clear,Friday,Delayed
SHIP017837,ATL,CDG,258.03,17.68,487.77,Air,FedEx,54,No,No,23,Clear,Saturday,On-Time
SHIP017838,DFW,DXB,416.09,47.85,786.55,Air,UPS,48,No,No,1,Rainy,Wednesday,On-Time
SHIP017839,ORD,SIN,826.18,15.7,1561.77,Air,DHL,52,No,No,18,Clear,Tuesday,Delayed
SHIP017840,ATL,SYD,761,36.93,1438.55,Truck,DHL,35,No,Yes,44,Clear,Saturday,On-Time
SHIP017841,DFW,SIN,141.29,25.24,267.09,Air,Emirates Cargo,37,No,Yes,38,Clear,Tuesday,Delayed
SHIP017842,DFW,DXB,116.7,30.88,220.6,Air,Lufthansa Cargo,25,No,No,22,Clear,Saturday,On-Time
SHIP017843,DFW,SYD,548.28,5.87,1036.44,Air,Emirates Cargo,65,Yes,No,46,Clear,Tuesday,On-Time
SHIP017844,ORD,LHR,111.09,30.58,210,Truck,DHL,11,No,Yes,9,Clear,Tuesday,On-Time
SHIP017845,ORD,HKG,826.77,28.22,1562.88,Air,DHL,32,No,No,20,Clear,Thursday,Delayed
SHIP017846,SFO,LHR,260.79,35.97,492.98,Truck,Lufthansa Cargo,33,Yes,No,4,Rainy,Friday,Delayed
SHIP017847,ORD,CDG,196.45,14.46,371.36,Rail,Lufthansa Cargo,54,No,No,44,Clear,Monday,On-Time
SHIP017848,LAX,LHR,193.81,41.63,366.37,Rail,Lufthansa Cargo,6,No,No,23,Clear,Tuesday,Delayed
SHIP017849,ORD,DXB,54.78,47.27,103.55,Rail,Lufthansa Cargo,15,No,No,44,Clear,Sunday,Delayed
SHIP017850,ORD,CDG,645.42,44.11,1220.07,Air,Emirates Cargo,7,No,No,2,Rainy,Wednesday,Delayed
SHIP017851,ORD,HKG,172.85,19.63,326.75,Air,FedEx,14,Yes,No,6,Clear,Sunday,On-Time
SHIP017852,ATL,SYD,241,38.13,455.57,Air,Emirates Cargo,28,Yes,Yes,9,Foggy,Thursday,On-Time
SHIP017853,ORD,SYD,753.79,18.31,1424.93,Air,Lufthansa Cargo,27,No,No,13,Foggy,Wednesday,Delayed
SHIP017854,LAX,CDG,66.91,43.17,126.48,Air,Emirates Cargo,49,No,Yes,39,Clear,Saturday,Delayed
SHIP017855,DFW,NRT,210.72,18.83,398.33,Air,Emirates Cargo,71,No,Yes,33,Clear,Thursday,On-Time
SHIP017856,ATL,NRT,157.86,9.38,298.41,Air,Emirates Cargo,70,No,No,19,Stormy,Monday,On-Time
SHIP017857,JFK,LHR,14.8,24.5,27.98,Air,Lufthansa Cargo,25,No,No,12,Stormy,Saturday,Delayed
SHIP017858,ORD,NRT,543.95,6.84,1028.25,Air,Lufthansa Cargo,52,No,No,43,Clear,Sunday,Delayed
SHIP017859,SFO,SIN,198.13,29.39,374.53,Air,Lufthansa Cargo,21,No,No,41,Clear,Friday,Delayed
SHIP017860,SFO,SIN,636.58,28.87,1203.36,Air,UPS,21,No,Yes,43,Clear,Monday,Delayed
SHIP017861,DFW,SYD,506.76,24.59,957.95,Air,FedEx,60,Yes,No,40,Clear,Saturday,Delayed
SHIP017862,DFW,SIN,671.2,30.23,1268.8,Air,DHL,62,Yes,No,35,Clear,Tuesday,Delayed
SHIP017863,ATL,CDG,981.75,48.77,1855.85,Air,UPS,58,No,No,46,Rainy,Wednesday,On-Time
SHIP017864,SFO,SIN,227.68,19.23,430.39,Rail,UPS,56,No,No,43,Stormy,Friday,Delayed
SHIP017865,JFK,DXB,669.22,21.2,1265.06,Air,UPS,48,No,No,4,Foggy,Wednesday,On-Time
SHIP017866,MIA,SYD,835.27,13.77,1578.95,Air,UPS,30,No,No,4,Clear,Wednesday,On-Time
SHIP017867,SFO,HKG,957.81,9.3,1810.59,Air,Emirates Cargo,69,No,No,10,Clear,Sunday,Delayed
SHIP017868,SFO,SIN,626.11,14.53,1183.57,Air,UPS,23,Yes,No,32,Clear,Tuesday,On-Time
SHIP017869,LAX,DXB,139.53,10.71,263.76,Air,FedEx,17,No,No,14,Stormy,Thursday,On-Time
SHIP017870,MIA,DXB,63.31,21.68,119.68,Air,Lufthansa Cargo,61,No,Yes,22,Rainy,Saturday,On-Time
SHIP017871,DFW,CDG,285.73,11.74,540.13,Rail,DHL,37,Yes,No,6,Clear,Wednesday,On-Time
SHIP017872,MIA,SYD,928.88,25.92,1755.91,Air,FedEx,59,No,No,36,Clear,Wednesday,Delayed
SHIP017873,SFO,CDG,541.56,14.39,1023.74,Air,UPS,26,No,No,16,Clear,Monday,On-Time
SHIP017874,DFW,HKG,583.51,21.29,1103.04,Air,Lufthansa Cargo,30,Yes,No,42,Foggy,Friday,Delayed
SHIP017875,MIA,HKG,614.5,6.55,1161.62,Truck,UPS,42,No,No,37,Clear,Thursday,On-Time
SHIP017876,DFW,LHR,338.89,8.28,640.62,Air,DHL,7,No,No,28,Foggy,Thursday,On-Time
SHIP017877,DFW,HKG,189.77,30.74,358.73,Air,UPS,48,No,No,42,Clear,Monday,On-Time
SHIP017878,ATL,SYD,954.7,28.31,1804.72,Air,Emirates Cargo,69,No,No,45,Clear,Monday,Delayed
SHIP017879,JFK,NRT,757.83,8.64,1432.56,Truck,Emirates Cargo,32,Yes,No,38,Stormy,Saturday,On-Time
SHIP017880,DFW,NRT,515.94,14.81,975.31,Rail,UPS,18,No,No,32,Rainy,Wednesday,On-Time
SHIP017881,LAX,SYD,382.94,11.15,723.89,Air,Lufthansa Cargo,50,No,No,17,Clear,Monday,On-Time
SHIP017882,SFO,CDG,487.94,39.89,922.38,Air,DHL,29,No,No,28,Rainy,Sunday,On-Time
SHIP017883,SFO,DXB,43.33,18.3,81.91,Air,UPS,18,Yes,Yes,44,Rainy,Sunday,On-Time
SHIP017884,LAX,LHR,255.02,20.36,482.08,Air,DHL,66,No,No,6,Rainy,Tuesday,Delayed
SHIP017885,ORD,NRT,258.2,33.28,488.09,Air,UPS,50,No,No,24,Clear,Saturday,On-Time
SHIP017886,DFW,NRT,450.89,16.34,852.34,Air,DHL,13,No,No,27,Clear,Thursday,On-Time
SHIP017887,DFW,HKG,243.91,18.95,461.07,Air,UPS,55,No,No,20,Clear,Thursday,On-Time
SHIP017888,DFW,DXB,193.6,39.92,365.97,Air,Emirates Cargo,10,No,No,33,Clear,Thursday,On-Time
SHIP017889,MIA,CDG,767.87,39.75,1451.54,Truck,UPS,7,No,Yes,41,Clear,Sunday,Delayed
SHIP017890,DFW,SIN,894.57,30.27,1691.05,Air,Emirates Cargo,42,No,No,23,Clear,Saturday,Delayed
SHIP017891,DFW,LHR,76.47,27.99,144.55,Air,Lufthansa Cargo,45,No,No,4,Clear,Monday,Delayed
SHIP017892,LAX,SYD,217.56,9.13,411.26,Air,UPS,7,Yes,No,2,Stormy,Saturday,On-Time
SHIP017893,JFK,DXB,775.95,23.71,1466.82,Air,DHL,49,No,No,31,Foggy,Tuesday,On-Time
SHIP017894,JFK,CDG,817.68,13.79,1545.7,Air,Lufthansa Cargo,32,Yes,No,2,Clear,Tuesday,On-Time
SHIP017895,ORD,CDG,505.16,36.51,954.93,Air,Emirates Cargo,61,Yes,No,26,Clear,Friday,Delayed
SHIP017896,LAX,LHR,697.93,31.43,1319.33,Air,Lufthansa Cargo,60,No,Yes,41,Rainy,Tuesday,On-Time
SHIP017897,DFW,LHR,86.82,18.95,164.12,Air,UPS,40,Yes,Yes,34,Clear,Wednesday,On-Time
SHIP017898,JFK,HKG,851.03,26.8,1608.74,Air,FedEx,69,Yes,No,21,Foggy,Saturday,Delayed
SHIP017899,ATL,HKG,834.4,21.11,1577.31,Truck,UPS,63,Yes,No,6,Clear,Wednesday,Delayed
SHIP017900,ATL,SYD,696.47,7.41,1316.57,Air,Emirates Cargo,5,No,Yes,44,Clear,Monday,Delayed
SHIP017901,ATL,SYD,917.16,39.06,1733.75,Air,Lufthansa Cargo,68,No,No,19,Clear,Thursday,On-Time
SHIP017902,DFW,LHR,57.16,44.92,108.05,Air,FedEx,71,No,No,7,Clear,Thursday,On-Time
SHIP017903,DFW,LHR,238.65,46.52,451.13,Air,DHL,18,No,Yes,38,Foggy,Wednesday,On-Time
SHIP017904,ORD,DXB,368.92,39.48,697.39,Air,Lufthansa Cargo,32,No,Yes,4,Clear,Friday,On-Time
SHIP017905,SFO,HKG,167,41.1,315.69,Air,Lufthansa Cargo,11,No,No,16,Clear,Monday,On-Time
SHIP017906,ORD,CDG,816.68,2.88,1543.81,Air,UPS,56,No,No,24,Clear,Friday,On-Time
SHIP017907,ORD,NRT,759.62,39.12,1435.95,Air,DHL,50,No,No,32,Clear,Thursday,Delayed
SHIP017908,MIA,NRT,775.52,15.24,1466,Air,FedEx,55,Yes,Yes,6,Clear,Friday,On-Time
SHIP017909,ATL,NRT,298.38,6.98,564.04,Rail,Lufthansa Cargo,56,No,No,29,Clear,Tuesday,Delayed
SHIP017910,DFW,HKG,765.06,26.14,1446.23,Truck,UPS,50,No,No,25,Clear,Tuesday,On-Time
SHIP017911,ATL,HKG,131.83,28.56,249.2,Air,UPS,12,No,No,47,Clear,Thursday,On-Time
SHIP017912,ORD,LHR,115.73,24.29,218.77,Air,FedEx,54,Yes,No,44,Stormy,Saturday,Delayed
SHIP017913,DFW,NRT,588.22,32.67,1111.94,Air,DHL,57,Yes,Yes,25,Clear,Friday,Delayed
SHIP017914,LAX,LHR,58.18,35.74,109.98,Rail,DHL,47,No,Yes,8,Clear,Monday,Delayed
SHIP017915,JFK,HKG,939.26,6.94,1775.53,Air,UPS,37,Yes,Yes,18,Clear,Monday,Delayed
SHIP017916,JFK,SIN,335.56,30.88,634.33,Air,DHL,35,Yes,No,9,Rainy,Thursday,On-Time
SHIP017917,ORD,SIN,482.26,2.82,911.64,Air,DHL,42,No,Yes,22,Clear,Sunday,On-Time
SHIP017918,SFO,SYD,815.1,22.49,1540.82,Air,UPS,34,No,Yes,13,Rainy,Tuesday,On-Time
SHIP017919,ATL,HKG,406.05,5.09,767.58,Air,Lufthansa Cargo,44,No,No,21,Stormy,Friday,On-Time
SHIP017920,LAX,NRT,436.34,22.54,824.83,Air,Lufthansa Cargo,69,No,No,36,Foggy,Monday,Delayed
SHIP017921,DFW,SIN,354.46,8.85,670.05,Air,DHL,40,No,No,3,Clear,Tuesday,On-Time
SHIP017922,SFO,SYD,358.21,36.75,677.14,Air,UPS,66,Yes,Yes,25,Foggy,Tuesday,Delayed
SHIP017923,ATL,SYD,473.28,44.99,894.66,Truck,Lufthansa Cargo,49,No,No,32,Clear,Saturday,Delayed
SHIP017924,ORD,HKG,946.47,8.56,1789.16,Air,Lufthansa Cargo,28,Yes,No,29,Rainy,Wednesday,On-Time
SHIP017925,ATL,SYD,936.66,36.86,1770.61,Truck,UPS,28,No,No,18,Rainy,Saturday,On-Time
SHIP017926,ORD,LHR,549.71,7.39,1039.14,Air,FedEx,57,No,No,28,Rainy,Wednesday,On-Time
SHIP017927,MIA,LHR,461.4,21.74,872.21,Air,DHL,40,No,No,35,Stormy,Saturday,On-Time
SHIP017928,JFK,LHR,810.08,31.31,1531.33,Truck,DHL,35,No,Yes,19,Clear,Wednesday,On-Time
SHIP017929,SFO,CDG,684.12,26.93,1293.22,Air,Lufthansa Cargo,51,Yes,No,3,Clear,Thursday,Delayed
SHIP017930,JFK,LHR,882.75,2.95,1668.7,Air,UPS,11,No,No,25,Clear,Tuesday,Delayed
SHIP017931,ATL,NRT,733.31,18.2,1386.21,Air,Emirates Cargo,55,No,Yes,38,Clear,Wednesday,On-Time
SHIP017932,LAX,LHR,952.82,23.56,1801.16,Air,Emirates Cargo,32,Yes,Yes,37,Foggy,Wednesday,Delayed
SHIP017933,DFW,HKG,887.38,19.63,1677.46,Air,UPS,69,No,Yes,22,Clear,Tuesday,On-Time
SHIP017934,ORD,SIN,856.7,33.31,1619.46,Air,UPS,29,Yes,Yes,37,Rainy,Tuesday,Delayed
SHIP017935,DFW,NRT,397.63,44.42,751.66,Rail,FedEx,13,No,No,1,Clear,Wednesday,On-Time
SHIP017936,JFK,SIN,392.35,33.42,741.68,Air,Emirates Cargo,41,Yes,No,19,Rainy,Wednesday,On-Time
SHIP017937,LAX,LHR,743.79,29.54,1406.02,Rail,UPS,41,Yes,No,44,Rainy,Saturday,On-Time
SHIP017938,LAX,LHR,92.91,7.54,175.63,Air,UPS,22,No,No,40,Rainy,Friday,On-Time
SHIP017939,DFW,LHR,328.99,17.51,621.91,Air,DHL,64,Yes,No,29,Clear,Monday,On-Time
SHIP017940,JFK,SYD,932.9,27.46,1763.51,Air,Emirates Cargo,35,No,No,22,Rainy,Monday,On-Time
SHIP017941,DFW,HKG,455.6,46.71,861.24,Truck,UPS,31,Yes,No,10,Clear,Sunday,Delayed
SHIP017942,ATL,HKG,277.2,15.31,524,Rail,Emirates Cargo,22,No,No,31,Foggy,Wednesday,On-Time
SHIP017943,LAX,HKG,481.69,16.96,910.56,Air,UPS,40,No,No,45,Clear,Wednesday,Delayed
SHIP017944,LAX,SIN,295.7,29.52,558.98,Air,Emirates Cargo,22,Yes,No,21,Clear,Wednesday,On-Time
SHIP017945,ATL,NRT,770.58,45,1456.66,Rail,FedEx,42,No,Yes,43,Clear,Thursday,Delayed
SHIP017946,JFK,NRT,852.1,27.21,1610.77,Air,FedEx,51,No,Yes,6,Foggy,Thursday,On-Time
SHIP017947,LAX,CDG,784.83,8.8,1483.6,Truck,FedEx,69,No,Yes,21,Rainy,Thursday,On-Time
SHIP017948,SFO,SIN,157.56,3.87,297.84,Air,Lufthansa Cargo,40,No,No,46,Clear,Saturday,On-Time
SHIP017949,MIA,HKG,342.7,44.46,647.82,Air,UPS,50,No,No,1,Clear,Tuesday,On-Time
SHIP017950,MIA,DXB,221.83,33.53,419.34,Rail,DHL,49,Yes,No,18,Rainy,Wednesday,On-Time
SHIP017951,MIA,CDG,52.37,11.1,99,Rail,Lufthansa Cargo,11,Yes,No,35,Rainy,Sunday,Delayed
SHIP017952,ORD,LHR,741.78,36.25,1402.22,Air,Emirates Cargo,9,No,No,47,Clear,Sunday,Delayed
SHIP017953,SFO,SYD,434.08,36.01,820.56,Air,UPS,25,No,No,43,Clear,Thursday,Delayed
SHIP017954,ORD,SIN,283.86,38.63,536.59,Air,UPS,53,No,Yes,37,Clear,Thursday,On-Time
SHIP017955,JFK,SYD,314.45,44.62,594.42,Rail,Lufthansa Cargo,44,No,Yes,47,Clear,Thursday,On-Time
SHIP017956,ATL,CDG,143.67,7.69,271.59,Truck,UPS,46,Yes,No,26,Clear,Friday,On-Time
SHIP017957,DFW,NRT,828.49,47.84,1566.13,Air,UPS,35,No,No,9,Rainy,Friday,Delayed
SHIP017958,SFO,DXB,152.49,49.93,288.26,Truck,Emirates Cargo,28,Yes,No,30,Clear,Sunday,Delayed
SHIP017959,JFK,CDG,344.93,0.82,652.04,Air,DHL,29,No,No,8,Clear,Tuesday,Delayed
SHIP017960,DFW,SIN,17.31,4.66,32.72,Rail,Emirates Cargo,56,No,Yes,37,Foggy,Wednesday,Delayed
SHIP017961,JFK,HKG,442.05,21.75,835.63,Rail,Lufthansa Cargo,39,Yes,No,46,Clear,Sunday,Delayed
SHIP017962,ORD,LHR,361.25,1.82,682.89,Air,UPS,20,No,Yes,20,Clear,Monday,Delayed
SHIP017963,MIA,HKG,721.91,36.77,1364.66,Air,UPS,46,Yes,No,6,Clear,Saturday,Delayed
SHIP017964,ATL,HKG,718.16,32.57,1357.57,Air,DHL,57,Yes,No,30,Clear,Sunday,Delayed
SHIP017965,ORD,SIN,48.24,38.82,91.19,Air,DHL,50,No,No,29,Clear,Tuesday,On-Time
SHIP017966,ATL,HKG,124.71,49.92,235.75,Air,FedEx,46,Yes,No,29,Clear,Tuesday,On-Time
SHIP017967,SFO,HKG,905.58,46.68,1711.86,Air,DHL,22,No,No,36,Rainy,Saturday,Delayed
SHIP017968,DFW,SIN,793.88,15.06,1500.71,Truck,Emirates Cargo,21,No,Yes,46,Rainy,Sunday,On-Time
SHIP017969,JFK,SIN,395.59,19.88,747.8,Air,UPS,8,No,Yes,2,Clear,Saturday,Delayed
SHIP017970,LAX,DXB,174.71,38.82,330.26,Air,Emirates Cargo,37,No,No,34,Rainy,Friday,Delayed
SHIP017971,LAX,HKG,268.17,19.47,506.93,Truck,Emirates Cargo,31,No,No,29,Clear,Friday,Delayed
SHIP017972,ATL,CDG,661.45,34.96,1250.37,Air,Emirates Cargo,32,No,No,10,Foggy,Friday,On-Time
SHIP017973,MIA,NRT,946.04,45.94,1788.34,Air,Emirates Cargo,54,No,No,21,Foggy,Tuesday,Delayed
SHIP017974,MIA,LHR,619.58,20.35,1171.22,Air,Emirates Cargo,54,Yes,No,32,Clear,Monday,On-Time
SHIP017975,ATL,SYD,36.18,28.07,68.39,Truck,Emirates Cargo,18,No,No,45,Clear,Monday,On-Time
SHIP017976,ORD,LHR,654.21,42.09,1236.68,Air,UPS,33,Yes,No,12,Clear,Tuesday,On-Time
SHIP017977,LAX,SIN,945.3,23.94,1786.95,Air,Emirates Cargo,55,No,No,17,Clear,Tuesday,On-Time
SHIP017978,ORD,SYD,365.05,14.53,690.07,Truck,Lufthansa Cargo,70,No,No,10,Stormy,Sunday,On-Time
SHIP017979,DFW,SIN,934.22,12.98,1766,Air,Emirates Cargo,26,Yes,No,25,Clear,Friday,Delayed
SHIP017980,LAX,NRT,673.91,3.69,1273.92,Air,FedEx,19,Yes,No,36,Clear,Tuesday,On-Time
